        id,         y,                           x1,          x2,          x3,          x4,       x5,          x6,             x7,              x8,          x9,         x10
       410,      Jörg,                      1.51097,    -0.11499,    -0.30847,     0.49893,    False,           F,        1.80891,        -0.41922,    -3.41577,     1.61316
       411,       Bob,                      0.95519,    -1.52681,    -0.06142,     0.19559,    False,           F,       -0.56123,        -0.71021,    -2.18975,    -1.34912
       412,      Jörg,                      0.07198,     0.37638,    -1.08861,     1.15751,    False,          Fx,       -0.80128,         0.05351,    -0.83053,    -0.06370
       413,       Bob,                      2.12142,    -0.93219,     0.14356,     0.07566,    False,           F,        0.38823,        -1.12397,    -3.85022,     0.52901
       414,       Bob,                      0.00298,    -0.61016,    -0.42702,     0.61945,    False,           F,       -1.58409,        -1.64328,    -1.19782,     1.80271
       415,       Bob,                      2.29267,    -1.09656,     0.31261,    -0.01626,    False,           F,       -1.20230,        -2.79760,     1.05352,    -0.02276
       416,       Bob,                     -3.91039,     0.92432,    -0.75183,     0.74678,     True,           A,       -1.69233,        -1.10706,    -2.25772,    -0.09076
       417,       Bob,                      0.86924,     0.62501,    -0.17664,     0.43999,     True,           B,       -0.88416,        -1.39364,    -2.33079,     1.74750
       418,      Jörg,                     -0.91225,     0.65404,    -0.87758,     0.95345,    False,           C,        0.12470,         0.10967,    -1.87984,     1.88642
       419,      Jörg,                     -2.22453,    -0.82579,    -0.65393,     0.65484,    False,           F,        2.39566,         0.46294,    -3.01267,     1.31035
       420,    Atsuto,                      3.12858,    -0.93747,    -0.22734,     0.35644,    False,           F,        1.45903,         2.68298,     1.03949,     1.67739
       421,    Atsuto,                     -0.42053,    -0.45894,    -0.28433,     0.43556,    False,           F,        2.01414,        -0.56398,     3.05415,     1.17286
       422,       Bob,                     -0.69102,     1.32172,     0.06951,     0.20318,     True,           A,       -0.14632,        -1.80187,     1.09745,     0.86934
       423,    Atsuto,                     -1.05999,     1.27686,    -1.08165,     1.07442,     True,           A,        1.93000,        -0.06796,    -2.24378,     1.22488
       424,       Bob,                     -0.78260,     0.95719,     0.11683,    -0.00820,     True,           A,       -1.61195,        -0.57006,    -2.85262,     0.62811
       425,       Bob,                     -0.90891,    -1.72690,     0.18021,    -0.02688,    False,           F,       -1.97795,        -2.19383,    -2.82450,     0.98948
       426,    Atsuto,                      1.03142,    -1.70295,    -0.70014,     0.72796,    False,           F,        0.36772,         1.85016,    -1.95831,    -0.21483
       427,      Jörg,                     -1.75743,     0.32188,    -0.99633,     1.00806,    False,           F,        0.43356,        -1.13143,    -1.38557,     1.90418
       428,       Bob,                      2.36455,     1.77531,    -0.27159,     0.32505,     True,           A,       -1.51824,        -1.10374,    -2.53742,     2.53523
       429,       Bob,                     -0.71507,    -0.90114,    -0.35489,     0.46181,    False,           F,       -1.85051,        -0.84116,    -1.65622,     0.47697
       430,       Bob,                     -1.46520,    -0.07461,    -0.40592,     0.62595,    False,           F,       -0.66324,        -0.15786,    -1.96272,     1.74142
       431,       Bob,                     -0.64404,     2.19201,     0.00718,     0.12944,     True,           A,       -1.62928,        -1.72980,    -2.89953,     0.32884
       432,       Bob,                      2.62423,    -1.38740,    -0.22537,     0.24113,    False,           F,       -2.60681,        -0.96018,    -1.92810,     1.57386
       433,       Bob,                     -0.50288,     1.47892,    -0.59800,     0.75106,     True,           A,        0.02514,        -1.61092,    -2.05082,    -0.31698
       434,       Bob,                     -0.88948,    -0.08130,    -0.02372,     0.29456,    False,           F,       -0.74474,        -0.02247,    -0.36623,     1.21085
       435,    Atsuto,                     -0.89416,     1.68730,     0.02480,     0.17601,     True,           A,       -0.23537,         0.49513,     1.21704,     0.12686
       436,       Bob,                      0.01681,     1.41477,    -0.41159,     0.58789,     True,           A,       -1.22922,        -0.74871,    -3.51816,     1.76018
       437,       Bob,                      1.38523,     0.02722,    -0.76696,     0.69058,    False,           F,       -1.01531,         0.13244,    -1.90295,     1.48581
       438,       Bob,                      1.72884,     0.15444,     0.00297,     0.11751,     True,           F,       -1.22752,        -1.42335,    -2.07253,     2.06993
       439,       Bob,                      0.40615,    -1.94956,    -0.50635,     0.53407,    False,           F,       -1.22492,        -0.88253,    -0.36694,    -0.18465
       440,       Bob,                      0.22295,     0.78208,    -0.41496,     0.44417,     True,           B,       -1.47971,        -0.58745,    -2.24150,     1.12162
       441,    Atsuto,                     -0.84625,    -0.50176,    -1.28366,     1.27730,    False,           F,       -0.67922,        -0.58419,    -1.74961,    -0.75588
       442,      Jörg,                     -1.92189,     0.42853,    -0.67897,     0.70157,    False,          Fx,        0.78680,        -0.57080,     2.61752,    -1.50773
       443,      Jörg,                      1.78901,    -0.75105,    -1.48932,     1.37253,    False,           F,       -0.36915,        -0.28677,    -0.38205,     2.76794
       444,    Atsuto,                     -1.36475,     0.07183,    -0.19508,     0.36646,    False,           F,        0.08434,         0.08508,     1.39604,    -0.17158
       445,    Atsuto,                     -0.82506,    -0.92587,    -0.80696,     0.85290,    False,           F,        2.31061,         1.08143,    -0.78721,     1.84002
       446,    Atsuto,                     -1.37015,     0.68196,    -1.22772,     1.19504,    False,           D,        1.04994,         2.00959,     0.47629,     0.62397
       447,       Bob,                     -0.27194,    -0.07164,    -0.17689,     0.19817,    False,           F,       -1.56277,        -1.58748,    -1.80764,     0.35260
       448,    Atsuto,                      0.87753,    -0.62642,    -0.05843,     0.20326,    False,           F,        1.22628,         0.25388,     2.99229,     0.11545
       449,       Bob,                      2.00944,     0.04119,     0.07081,     0.06559,    False,           F,       -1.37217,        -1.36725,    -1.87908,    -0.33071
       450,       Bob,                     -1.31814,     1.50021,     0.10108,     0.00115,     True,           A,       -1.99722,        -1.93355,    -1.50412,     2.30800
       451,      Jörg,                     -0.66399,     0.04656,    -0.77498,     0.93759,    False,           F,        1.32597,        -0.22403,     2.13083,    -1.76043
       452,    Atsuto,                      2.25291,    -0.40734,    -1.09365,     1.06605,    False,           F,        2.37409,        -0.59146,    -2.10075,     2.38757
       453,       Bob,                     -1.34991,     0.24408,    -0.86245,     0.85680,    False,           F,    -1000.92137,        -0.60786,    -1.09033,     2.72148
       454,       Bob,                      1.82139,     1.08296,    -0.63077,     0.74177,     True,           A,       -0.57551,        -1.69788,    -1.01702,     0.11684
       455,      Jörg,                      0.95745,     1.00440,    -1.11552,     1.03991,    False,           A,        0.07873,        -0.76067,    -0.58965,     1.03439
       456,    Atsuto,                     -0.15802,     1.40899,    -0.95903,     0.98878,     True,           A,        2.77193,         2.34742,     2.45492,     2.09130
       457,       Bob,                      1.38464,    -0.02849,    -0.32908,     0.35878,    False,           F,        0.26683,        -1.59969,    -1.68007,     0.75949
       458,      Jörg,                      0.17117,     0.36803,    -1.17726,     1.13623,    False,           F,        0.02977,        -0.33544,    -0.06762,     2.98660
       459,       Bob,                     -1.49278,     0.34250,     0.11916,    -0.00137,     True,          Fx,       -2.41219,        -1.63605,    -2.21951,     1.58420
       460,    Atsuto,                      1.56513,    -2.12971,    -0.32245,     0.45565,    False,           F,        2.02154,         1.90330,     2.11369,     0.74017
       461,       Bob,                      0.36113,    -0.17870,    -0.20489,     0.38834,    False,           F,       -1.68862,        -1.06667,    -0.64273,    -1.06249
       462,       Bob,                     -3.14924,     1.41569,    -0.73918,     0.76753,     True,           A,       -0.64534,        -1.14734,    -2.22450,     0.06631
       463,       Bob,                     -1.28897,     1.41181,    -0.37535,     0.58433,     True,           A,       -2.15782,        -1.22700,    -1.20041,     2.57121
       464,       Bob,                      0.44552,    -0.65493,    -0.50828,     0.61940,    False,           F,       -0.85684,        -1.25918,    -2.13585,     0.28771
       465,       Bob,                     -1.04097,     0.51850,    -0.27403,     0.36378,     True,           D,       -1.71917,        -1.42448,    -0.30856,     0.63758
       466,      Jörg,                     -1.36858,     0.87099,    -0.68658,     0.77170,     True,           A,        1.21226,        -2.32406,     0.99086,     2.07974
       467,      Jörg,                      0.04158,     0.87448,    -0.27800,     0.38002,     True,           A,        0.73214,        -0.39092,    -1.07083,     3.78187
       468,       Bob,                      0.65076,     0.21334,    -0.61050,     0.80108,    False,          Fx,       -1.34837,        -0.76822,    -2.13215,     1.20152
       469,    Atsuto,                      0.67315,     1.71933,    -0.66890,     0.78726,     True,           A,       -2.04072,         1.64503,    -0.07995,    -0.01508
       470,    Atsuto,                     -0.19867,    -0.08945,    -0.70832,     0.78061,    False,           F,       -0.89748,         1.24550,     0.82968,     1.71329
       471,    Atsuto,                      0.71226,     0.76307,     0.06085,     0.11693,     True,           A,        1.50288,         0.80571,     1.60260,    -1.21991
       472,       Bob,                     -0.33546,     1.07267,    -0.81950,     0.80908,     True,           A,       -0.42710,        -0.54434,    -2.78347,     3.17940
       473,       Bob,                      1.00585,    -1.16094,     0.14227,     0.09167,    False,           F,       -1.34943,        -0.98630,    -0.51863,     2.20504
       474,      Jörg,                     -1.50980,     0.68488,    -0.32258,     0.58932,     True,           A,        1.42151,         1.30922,    -0.57560,     2.51743
       475,    Atsuto,                     -1.70836,     0.03345,    -1.14565,     1.10901,    False,           F,       -1.06444,         0.05503,    -0.99393,     1.09619
       476,       Bob,                      1.60089,    -0.02881,    -0.12215,     0.39288,    False,           F,       -1.99683,        -1.86798,    -2.76132,     2.04743
       477,       Bob,                      0.71534,     0.26499,     0.25485,     0.06579,     True,           E,       -0.92283,        -1.01577,    -1.10088,     2.49969
       478,       Bob,                     -0.84324,     0.36063,    -0.18322,     0.31461,     True,          Fx,       -0.61379,        -0.69766,    -1.95825,     1.44035
       479,    Atsuto,                      2.35319,    -0.75064,    -0.40180,     0.48708,    False,           F,       -0.01332,        -2.10235,     3.43352,     2.30843
       480,    Atsuto,                      0.15969,     0.52362,    -0.71948,     0.81591,    False,           D,        1.34788,         0.50521,    -3.39956,     0.38902
       481,    Atsuto,                      1.01871,    -1.51979,     0.10818,     0.05922,    False,           F,        3.53937,         0.94082,    -0.62384,     1.28252
       482,    Atsuto,                      1.34920,     0.26065,    -0.36708,     0.41403,    False,           F,        0.47387,        -1.49918,     6.23541,     2.22855
       483,       Bob,                      2.29387,    -1.45596,     0.16073,     0.16219,    False,           F,       -1.59222,        -0.28604,    -2.88282,     0.24032
       484,       Bob,                     -1.49438,    -0.44906,    -0.19934,     0.46307,    False,           F,       -0.76202,        -0.59659,    -2.85181,     0.47590
       485,       Bob,                     -0.60136,    -0.05390,    -0.38234,     0.41377,    False,           F,       -0.87287,        -1.10807,    -1.09359,     1.41084
       486,      Jörg,                      0.88459,    -3.08435,    -0.90446,     0.84683,    False,           F,        1.40607,        -0.54931,    -1.89425,     3.20802
       487,       Bob,                     -0.07654,    -0.55178,    -0.43431,     0.60635,    False,           F,       -0.32755,        -1.93621,    -0.41979,     0.81567
       488,       Bob,                      0.13157,    -1.41203,    -0.55085,     0.56276,    False,           F,       -0.11176,         0.56244,     0.07277,    -0.59525
       489,       Bob,                      2.27902,    -0.46957,    -0.64050,     0.79931,    False,           F,       -2.70706,        -1.67519,    -1.59729,    -0.59796
       490,       Bob,                      0.42023,     1.73385,    -0.43871,     0.45339,     True,           A,       -1.55606,        -0.93102,    -2.57540,     3.07106
       491,    Atsuto,                      0.91160,    -0.92392,    -0.63766,     0.66472,    False,           F,        1.07020,         3.39086,    -0.93252,     0.25186
       492,       Bob,                     -1.50794,     1.08657,     0.36964,    -0.04778,     True,           A,       -0.95213,        -0.10296,    -2.35046,     0.65697
       493,       Bob,                      2.62328,    -0.21741,    -0.49996,     0.73222,    False,           F,       -0.17941,         0.11630,    -0.43326,     0.92315
       494,       Bob,                     -1.26708,     2.19509,    -0.93230,     0.83614,     True,           A,       -1.88022,        -1.06096,    -1.77652,     3.44635
       495,       Bob,                      0.09859,    -1.06007,    -0.49474,     0.45622,    False,           F,       -0.69283,        -1.01605,    -2.26519,     0.79315
       496,      Jörg,                      0.86151,     0.11909,    -0.90471,     0.88047,    False,           F,        0.83267,        -0.36737,    -0.24834,     2.06945
       497,       Bob,                     -1.01255,    -0.20391,    -0.06123,     0.11924,    False,           F,       -1.32752,        -0.49963,    -1.08517,     1.78505
       498,       Bob,                     -1.47399,    -1.03982,    -0.45610,     0.49230,    False,           F,       -0.96772,        -1.57693,     1.08443,    -0.12402
       499,       Bob,                      1.28886,     0.01193,    -0.17938,     0.42995,    False,           F,       -1.26768,        -1.69060,    -0.31712,     2.12915
       500,    Atsuto,                     -0.17625,     0.10563,    -0.05791,     0.19710,    False,           F,        1.29433,         3.55314,     3.37064,     4.31456
       501,       Bob,                      0.13399,    -0.85569,    -0.23849,     0.40218,    False,           F,        0.25320,        -0.44177,    -2.24462,    -0.43808
       502,       Bob,                     -1.32482,     1.79959,    -0.59499,     0.53983,     True,           A,       -0.14106,        -0.99926,    -1.07795,     0.18063
       503,    Atsuto,                      0.32026,     0.76760,    -0.33393,     0.43645,     True,           B,        0.28332,         1.84533,    -1.84342,     0.15672
       504,       Bob,                      1.95560,    -1.14735,    -0.62108,     0.75034,    False,           F,       -1.05265,        -1.74569,    -0.10756,     0.32400
       505,    Atsuto,                      2.53306,    -1.95548,    -1.12915,     1.14895,    False,           F,        1.73528,         4.41573,     1.53313,     0.68792
       506,       Bob,                     -0.36010,     0.48192,    -0.44729,     0.65262,    False,           D,       -0.46543,        -2.64602,    -1.46687,    -0.33960
       507,       Bob,                     -1.44673,    -0.73907,    -0.28411,     0.50615,    False,           F,       -0.35755,        -0.51387,    -2.67477,     1.76270
       508,    Atsuto,                      1.06747,    -0.28824,    -0.00449,     0.17363,    False,           F,        1.35871,         0.69470,     1.50513,     0.64542
       509,       Bob,                     -0.96675,     0.30146,    -0.78347,     0.76314,    False,           F,       -0.75527,        -0.18953,    -2.13648,    -0.96514
       510,    Atsuto,                     -0.38093,     1.09893,     0.16617,     0.04837,     True,           A,        0.72484,         0.16922,     2.63266,     1.12399
       511,      Jörg,                      0.34552,    -1.61803,    -1.43241,     1.37605,    False,           F,        2.24060,         0.20696,    -1.90892,     2.75505
       512,      Jörg,                      0.74423,     0.29604,    -0.92335,     1.06706,    False,          Fx,        0.96244,        -0.47071,    -0.54587,     5.07310
       513,       Bob,                      1.88042,    -0.93356,    -0.30132,     0.33719,    False,           F,       -1.83006,        -0.00217,    -1.22007,     1.56754
       514,       Bob,                      3.11631,    -0.06150,     0.14766,     0.02267,    False,           F,       -0.67509,        -1.22021,    -1.20948,    -0.06135
       515,       Bob,                     -0.39350,     0.71545,    -0.44184,     0.60721,     True,           B,       -0.71953,         0.53499,    -1.44952,     3.02684
       516,       Bob,                     -1.28282,     0.43482,    -0.53031,     0.56719,    False,          Fx,       -1.81081,        -0.16137,    -1.45186,     0.66638
       517,       Bob,                     -1.10873,     1.52298,    -0.34913,     0.48577,     True,           A,       -0.74154,        -1.08212,    -3.54668,     1.17891
       518,    Atsuto,                      0.12767,    -1.82294,    -0.31237,     0.45057,    False,           F,        0.62257,         1.43789,     0.75650,    -0.52733
       519,       Bob,                      0.58645,     1.07600,    -0.22169,     0.28821,     True,           A,       -2.54112,        -1.19127,    -4.77490,     3.65416
       520,    Atsuto,                      1.46869,    -0.04297,     0.26304,    -0.04277,    False,           F,        0.61029,         2.30855,     2.60670,     1.03843
       521,       Bob,                      1.28594,     1.60031,    -0.60236,     0.67974,     True,           A,       -0.25569,        -0.91243,    -1.65459,     0.96900
       522,       Bob,                     -1.97642,     1.32570,     0.04927,     0.16797,     True,           A,       -1.80006,         0.20560,    -3.69360,     0.98474
       523,      Jörg,                      0.55362,    -0.85590,    -0.21328,     0.43254,    False,           F,        0.75080,        -0.60346,    -0.76790,     1.36124
       524,    Atsuto,                      0.52732,     0.17871,    -0.79503,     0.84803,    False,           F,       -0.20209,         0.15324,     4.63546,     0.16256
       525,      Jörg,                      1.31078,     0.90500,    -0.56469,     0.74651,     True,           A,        1.63016,        -1.54227,    -0.71238,     0.05979
       526,       Bob,                      1.58830,     0.24351,    -0.43733,     0.46293,    False,           F,       -0.60497,         0.00125,    -1.73269,     0.82946
       527,    Atsuto,                     -1.86947,     2.93934,    -0.32874,     0.49641,     True,           A,        0.32083,         1.93665,    -1.55315,     1.55225
       528,       Bob,                     -1.47081,     1.34562,    -0.72814,     0.78312,     True,           A,       -1.35773,         0.28780,    -3.88252,     2.58288
       529,       Bob,                     -0.97431,     0.39363,    -0.12909,     0.11739,     True,           F,       -0.08926,        -0.68156,    -0.69542,     0.56006
       530,       Bob,                      0.70001,     0.50686,    -0.58187,     0.76206,    False,           D,       -0.59750,        -1.75530,    -0.09938,     2.44207
       531,       Bob,                     -0.97866,    -0.33956,    -0.28616,     0.32531,    False,           F,       -0.80712,        -1.68839,    -3.50964,     2.19037
       532,       Bob,                      1.11658,    -0.51014,    -0.01968,     0.01993,    False,           F,       -1.90670,        -0.82838,     1.04947,     1.26917
       533,      Jörg,                      0.70038,    -1.18976,    -0.81176,     0.94657,    False,           F,        0.99332,        -0.36937,     1.22265,    -1.51134
       534,       Bob,                      1.21922,     0.39700,    -0.02357,     0.26944,     True,           D,       -0.94971,        -0.25525,    -0.55484,     0.24624
       535,      Jörg,                      0.00256,     0.04424,    -1.13660,     1.21254,    False,           F,        0.61775,        -0.93488,    -3.26371,     0.60044
       536,    Atsuto,                      1.69048,     1.53428,    -0.16891,     0.23927,     True,           A,        1.34597,         1.67452,    -0.72932,     0.92328
       537,    Atsuto,                      2.01457,    -0.00424,    -0.39446,     0.49925,    False,           F,        3.05424,         1.18863,     3.14834,     2.56152
       538,       Bob,                     -1.05973,     1.00714,    -0.65579,     0.75665,     True,           A,       -1.51827,        -0.88326,    -0.12254,    -0.66067
       539,    Atsuto,                      2.49181,    -1.41939,    -0.54188,     0.63010,    False,           F,        0.92037,    300000.08408,    -0.92886,     1.32860
       540,       Bob,                      0.68527,     0.10772,    -0.46440,     0.63733,    False,           F,       -0.47755,        -0.43874,    -2.08197,     1.50634
       541,       Bob,                     -0.79706,     0.86225,    -0.59381,     0.67278,     True,           A,       -1.27577,        -1.65624,    -2.94344,     1.01969
       542,    Atsuto,                     -2.19903,    -0.52510,    -0.46477,     0.60047,    False,           F,       -1.14956,         0.28534,    -1.04461,    -0.24615
       543,    Atsuto,                     -1.59102,     0.88058,     0.13344,     0.01371,     True,           A,        1.68796,         2.72034,    -2.19042,    -0.13372
       544,       Bob,                     -0.64331,     0.97965,    -0.51266,     0.76683,     True,           A,       -2.63680,         0.16153,    -3.30907,    -1.67858
       545,      Jörg,                     -0.04917,    -0.84416,    -1.33339,     1.19505,    False,           F,        2.19788,         1.13764,    -1.66635,    -1.51938
       546,       Bob,                      0.93491,     1.45094,    -0.87973,     0.80419,     True,           A,       -2.71703,        -0.84425,    -1.61322,     0.99588
       547,       Bob,                     -0.25918,     0.05710,     0.13023,     0.09357,    False,           F,       -1.67269,        -1.07199,    -2.48896,     0.80892
       548,       Bob,                     -2.84072,     0.67747,    -0.26503,     0.51990,     True,           A,       -0.83330,        -0.76637,    -1.12003,     0.06002
       549,    Atsuto,                      0.67430,     0.81503,     0.04987,     0.06992,     True,           A,        0.48541,         3.28135,     3.37242,     1.12763
       550,    Atsuto,                      1.19730,    -1.38941,    -0.35894,     0.43739,    False,           F,        2.87550,         0.62433,    -0.70702,     0.36158
       551,       Bob,                      1.81200,     1.91398,     0.32881,    -0.03723,     True,           A,       -0.70012,        -1.46596,    -3.34572,     2.33866
       552,       Bob,                     -0.83687,    -0.72108,    -0.28228,     0.35050,    False,           F,       -0.71001,        -1.58839,    -5.13872,     0.37388
       553,       Bob,                     -1.44760,     0.00980,    -0.83820,     0.78018,    False,           F,        0.62478,        -1.21956,    -2.82015,     1.75619
       554,       Bob,                     -0.53063,     1.36704,    -0.54982,     0.72935,     True,           A,       -0.50578,        -0.55193,    -1.26722,     1.46524
       555,      Jörg,                      0.73333,    -1.21158,    -1.19950,     1.12205,    False,           F,        0.12594,         0.68093,    -0.54829,     3.12763
       556,    Atsuto,                      0.46670,    -0.74621,     0.05519,     0.06673,    False,           F,        1.16553,         0.64157,    -3.29314,     2.07906
       557,      Jörg,                     -0.00681,     0.54714,    -1.36976,     1.30255,    False,          Fx,        2.20212,        -1.46059,     1.22676,    -0.17221
       558,       Bob,                      1.16945,    -1.29088,    -0.46280,     0.59264,    False,           F,        0.06220,        -0.03542,    -2.50753,     0.59159
       559,       Bob,                     -1.47768,    -1.40126,    -0.23724,     0.21422,    False,           F,       -2.20417,        -2.21018,    -1.28384,     0.99374
       560,    Atsuto,                     -1.92270,     0.98967,    -1.15197,     1.19573,    False,           A,        0.32053,         0.02789,    -0.39988,     0.64148
       561,       Bob,                      2.81190,     0.60349,    -0.47523,     0.59408,     True,           C,        0.39199,        -0.84343,    -1.59115,     0.99232
       562,       Bob,                      0.29497,    -0.39609,    -0.45233,     0.60425,    False,           F,       -1.57884,        -1.21708,    -2.95391,     2.07358
       563,    Atsuto,                     -0.51643,     2.17583,    -1.34767,     1.31097,     True,           A,       -0.44798,         1.35185,    -1.49269,     1.38958
       564,       Bob,                     -0.54983,    -1.04343,    -0.55370,     0.55061,    False,           F,       -1.57503,        -1.51006,    -5.15894,     0.37416
       565,    Atsuto,                      2.49601,    -0.30260,     0.12174,     0.07531,    False,           F,        0.62496,        -0.87668,     1.55363,     2.78112
       566,       Bob,                      0.45689,    -0.95963,    -0.30240,     0.42287,    False,           F,       -1.84449,        -0.16309,    -1.47662,     1.05781
       567,       Bob,                      1.03082,    -0.00354,     0.11058,     0.04557,    False,           F,       -1.66085,         0.54765,    -3.54062,     0.80267
       568,    Atsuto,                      1.44239,     0.46076,    -0.85726,     0.89144,    False,          Fx,        2.29915,         4.17304,     1.24589,     1.03515
       569,       Bob,                      0.49609,     1.22005,     0.00661,     0.27049,     True,           A,       -1.53086,        -0.45286,    -2.71092,    -0.62541
       570,      Jörg,                      2.79545,     0.38565,    -0.48921,     0.62370,    False,           E,        1.83798,         0.94473,     2.29372,    -1.79294
       571,    Atsuto,                     -1.65331,     0.87426,    -0.07413,     0.23139,     True,           A,        2.30952,         2.04156,     2.65871,     0.85280
       572,       Bob,                      0.16017,    -1.49749,    -0.84878,     0.85333,    False,           F,       -0.83054,        -1.21594,    -1.77115,     1.56925
       573,       Bob,                     -0.96556,     0.43434,    -0.17359,     0.20923,     True,          Fx,       -1.83065,        -0.17276,    -0.14666,     1.03203
       574,    Atsuto,                      2.08786,    -0.74987,     0.14311,     0.02607,    False,           F,        4.60368,        -0.57220,     2.75785,     0.03138
       575,       Bob,                      0.43468,     0.51919,     0.40803,    -0.06555,     True,           B,       -1.29109,        -0.57885,    -0.97793,    -0.15417
       576,    Atsuto,                     -0.97003,    -0.32267,    -0.16550,     0.29741,    False,           F,       -0.41974,         2.50095,    -2.43964,     2.10497
       577,       Bob,                      0.06406,    -1.36805,    -0.48374,     0.51538,    False,           F,       -1.69675,        -1.48500,    -2.55263,     1.19804
       578,       Bob,                      0.27614,    -1.88359,    -0.14170,     0.18185,    False,           F,       -1.58068,        -1.68748,    -2.77213,     0.81642
       579,    Atsuto,                      1.79215,    -0.30134,    -0.15851,     0.26983,    False,           F,        1.57761,         2.27492,     0.11355,    -0.36233
       580,      Jörg,                     -1.04096,    -1.93451,    -0.37333,     0.41245,    False,           F,        1.82092,        -2.27780,    -1.22515,     6.00205
       581,       Bob,                      0.80690,    -0.68560,    -0.25750,     0.41199,    False,           F,       -0.60476,        -0.72446,    -1.26002,    -0.19458
       582,       Bob,                      0.44869,     0.31304,    -0.49222,     0.52283,    False,           F,       -0.64363,        -1.14164,    -1.69674,     0.22037
       583,       Bob,                      1.03106,    -1.10442,    -0.52297,     0.58362,    False,           F,       -1.86057,        -0.60593,    -2.65433,     1.21424
       584,      Jörg,                      1.24883,    -0.31529,    -0.53382,     0.76744,    False,           F,        0.64036,        -1.05408,     1.22072,    -0.86156
       585,       Bob,                     -1.41277,     0.18488,    -0.94068,     0.86503,    False,           F,       -1.05415,        -0.49453,    -1.11168,     1.86374
       586,       Bob,                      1.51498,    -0.83138,     0.06331,    -0.00511,    False,           F,       -0.30421,         0.26429,    -1.70742,     1.42474
       587,    Atsuto,                     -0.20152,    -1.33591,     0.07619,     0.07288,    False,           F,       -0.63089,         2.35872,     0.69845,     0.52719
       588,       Bob,                      2.14717,     1.39262,    -0.77497,     0.73330,     True,           A,       -2.18001,        -1.17615,    -0.19077,    -0.44777
       589,       Bob,                     -0.87656,     0.52509,     0.00582,     0.27599,     True,           B,       -0.55952,        -1.42482,    -1.94232,     2.20591
       590,    Atsuto,                     -3.90680,    -0.30850,    -0.55460,     0.59366,    False,           F,        2.36678,         1.61362,     1.37400,     1.56583
       591,       Bob,                      1.39672,     0.05193,    -0.01042,     0.19086,    False,           F,       -1.65831,        -0.60783,    -0.32130,     2.68828
       592,       Bob,                      0.58602,    -1.33293,    -0.08525,     0.29608,    False,           F,        0.04889,        -0.13971,    -4.20418,     1.85884
       593,       Bob,                      0.15159,     0.90245,    -0.04938,     0.17729,     True,           A,       -0.58863,        -1.14567,    -1.54949,     1.91493
       594,       Bob,                      1.33389,    -0.44073,    -0.03759,     0.11820,    False,           F,       -1.84044,        -1.83523,    -3.75003,     1.81883
       595,       Bob,                     -3.14417,     0.04513,    -0.14894,     0.42963,    False,           F,       -1.84225,        -1.60477,    -2.42210,     0.75210
       596,    Atsuto,                      1.51490,    -1.02788,    -0.91398,     0.97334,    False,           F,        1.42781,         0.58927,     3.37070,     1.77709
       597,       Bob,                     -0.54786,    -0.02203,    -0.61927,     0.72640,    False,           F,       -1.17204,         0.08578,    -1.11763,     0.55495
       598,      Jörg,                     -0.28958,    -0.86519,    -0.73422,     0.83736,    False,           F,        1.53286,         1.13374,     4.63193,    -2.00649
       599,    Atsuto,                      1.88467,    -1.52567,    -0.63586,     0.66968,    False,           F,       -0.88316,         0.82296,    -1.02834,     0.36096
       600,      Jörg,                      0.34579,    -0.89470,    -0.23678,     0.36089,    False,           F,       -0.12382,         0.59256,     0.14094,     0.02165
       601,      Jörg,                      1.50876,    -1.12180,    -0.34597,     0.59469,    False,           F,        1.17468,        -0.89091,     0.54664,     3.88542
       602,    Atsuto,                     -0.95211,    -0.02076,    -0.80450,     0.80832,    False,           F,        3.45361,         1.34973,     2.72542,     1.50334
       603,       Bob,                     -2.66294,     1.79078,    -0.11253,     0.17657,     True,           A,       -1.01493,        -1.30845,    -1.71149,    -0.68823
       604,       Bob,                     -0.65387,     2.27544,     0.17147,     0.11816,     True,           A,       -1.84028,        -0.65874,    -3.27608,     0.35087
       605,    Atsuto,                      4.72772,    -2.51821,    -1.04911,     1.13593,    False,           F,        1.53690,         2.18858,     4.79010,     1.67727
    I said,       ooh,     I'm blinded by the lights
       606,      Jörg,                     -0.42621,    -1.10608,    -0.38753,     0.53027,    False,           F,        0.39671,        -1.85655,     0.39132,     3.04033
       607,       Bob,                      1.53005,    -0.36203,     0.01563,     0.07847,    False,           F,       -0.53100,        -2.37756,    -2.65335,     0.48291
       608,       Bob,                     -0.68653,     0.51843,    -0.19955,     0.41686,     True,           C,        1.14978,        -0.91192,    -1.08678,     0.45042
       609,      Jörg,                      0.97375,     0.64424,    -1.02371,     1.15247,    False,           C,        0.73340,        -0.50329,    -1.84620,     3.56230
       610,    Atsuto,                     -0.67236,    -0.02583,    -0.14862,     0.23401,    False,           F,       -0.94740,         0.44043,    -1.14144,     1.57570
       611,       Bob,                     -0.19018,    -0.10622,    -0.16747,     0.42265,    False,           F,       -1.23741,        -0.64441,    -3.62938,     0.18491
       612,      Jörg,                      0.11474,     0.01964,    -1.19935,     1.30086,    False,           F,        2.37812,         0.72859,     0.23272,     3.57566
       613,    Atsuto,                     -1.35430,    -0.34555,    -0.60397,     0.70452,    False,           F,       -1.64631,         0.30509,    -1.60089,     1.03828
       614,       Bob,                      0.62570,    -1.12057,    -0.10530,     0.26515,    False,           F,       -0.85665,        -1.21215,    -1.40159,     2.24753
